subsystem	component	bundle_path	adapted_system_types	component_dependency_count	component_dependencies	third_party_dependency_count	third_party_dependencies	sub_component_target_count	sub_component_targets	inner_kit_count	test_entry_count	test_entries
arkui	ace_engine	foundation/arkui/ace_engine/bundle.json	standard	75	ability_base,hilog,hitrace,accessibility,frame_aware_sched,ability_runtime,api_metrics,ipc,samgr,preferences,relational_store,hisysevent,napi,hiview,hichecker,window_manager,c_utils,eventhandler,bundle_framework,ets_runtime,form_fwk,pasteboard,kv_store,udmf,os_account,graphic_2d,graphic_3d,graphic_surface,safwk,common_event_service,data_share,resource_management,runtime_core,i18n,hicollie,netmanager_base,netstack,init,image_framework,player_framework,audio_framework,access_token,input,webview,imf,device_status,soc_perf,security_component_manager,camera_framework,media_library,app_file_service,ets_utils,bounds_checking_function,libxml2,ffrt,icu,miscdevice,cJSON,curl,css-what,jsframework,opencl-headers,opengles,opencv,zlib,skia,libuv,resource_schedule_service,background_task_mgr,request,qrcodegen,sdk,screenlock_mgr,video_processing_engine,egl	0		0		13	2	//foundation/arkui/ace_engine/test/unittest:unittest,//foundation/arkui/ace_engine/test/benchmark:benchmark
arkui	ace_engine_lite	foundation/arkui/ace_engine_lite/bundle.json	mini,small	17	bundle_framework_lite,huks,ui_lite,surface_lite,i18n_lite,resource_management_lite,kv_store,utils_lite,ability_lite,init,camera_lite,media_lite,battery_lite,netstack,device_attest_lite,bounds_checking_function,jerryscript	2	cJSON,freetype	2	//foundation/arkui/ace_engine_lite/test:unittest,//foundation/arkui/ace_engine_lite/frameworks:jsfwk	1	0	
arkui	advanced_ui_component	foundation/arkui/advanced_ui_component/bundle.json	standard	6	hilog,napi,ace_engine,window_manager,c_utils,ipc	0		10	//foundation/arkui/advanced_ui_component/atomicservicenavigation/interfaces:atomicservicenavigation,//foundation/arkui/advanced_ui_component/atomicservicesearch/interfaces:atomicservicesearch,//foundation/arkui/advanced_ui_component/atomicservicetabs/interfaces:atomicservicetabs,//foundation/arkui/advanced_ui_component/atomicserviceweb/interfaces:atomicserviceweb,//foundation/arkui/advanced_ui_component/innerfullscreenlaunchcomponent/interfaces:innerfullscreenlaunchcomponent,//foundation/arkui/advanced_ui_component/interstitialdialogaction/interfaces:interstitialdialogaction,//foundation/arkui/advanced_ui_component/customappbar/atomicservicemenubar:atomicservicemenubar,//foundation/arkui/advanced_ui_component/customappbar/interfaces:custom_app_bar,//foundation/arkui/advanced_ui_component/halfscreenlaunchcomponent/interfaces:halfscreenlaunchcomponent,//foundation/arkui/advanced_ui_component/fullscreenlaunchcomponent/interfaces:fullscreenlaunchcomponent	0	0	
arkui	arkui_cangjie_wrapper	foundation/arkui/arkui_cangjie_wrapper/bundle.json	standard	7	cangjie_ark_interop,hiviewdfx_cangjie_wrapper,global_cangjie_wrapper,multimedia_cangjie_wrapper,arkweb_cangjie_wrapper,access_token,ace_engine	0		2	//foundation/arkui/arkui_cangjie_wrapper:arkui_cangjie_wrapper_package,//foundation/arkui/arkui_cangjie_wrapper/kit/ArkUI:kit.ArkUI	6	0	
arkui	napi	foundation/arkui/napi/bundle.json	standard	17	c_utils,ets_runtime,eventhandler,faultloggerd,hilog,hitrace,hiview,icu,libuv,node,ffrt,bounds_checking_function,init,runtime_core,ace_engine,resource_schedule_service,samgr	1	jerryscript	0		8	5	//foundation/arkui/napi:napi_packages_test,//foundation/arkui/napi/module_manager/test/unittest/module_manager_test:unittest,//foundation/arkui/napi/sample/native_module_systemtest:systemtest,//foundation/arkui/napi/test/unittest:unittest,//foundation/arkui/napi/test/fuzztest:fuzztest
arkui	ui_appearance	foundation/arkui/ui_appearance/bundle.json	standard	17	ability_runtime,ability_base,access_token,c_utils,config_policy,data_share,hicollie,hilog,init,ipc,napi,safwk,samgr,time_service,os_account,common_event_service,runtime_core	0		2	//foundation/arkui/ui_appearance:ui_appearance_packages,//foundation/arkui/ui_appearance/interfaces/ets/ani:ui_appearance_ani_package	1	1	//foundation/arkui/ui_appearance/test/unittest:unittest
arkui	ui_lite	foundation/arkui/ui_lite/bundle.json	mini,small,standard	11	graphic_utils_lite,surface_lite,window_manager_lite,media_lite,libjpeg-turbo,icu,cJSON,freetype,bounds_checking_function,libpng,harfbuzz	0		3	//foundation/arkui/ui_lite/test/unittest:arkui_ui_lite_test,//foundation/arkui/ui_lite/ext/updater:libupdater_layout,//foundation/arkui/ui_lite/ext/home_host:libhome_host_layout	3	0	
barrierfree	accessibility	foundation/barrierfree/accessibility/bundle.json	standard	40	graphic_2d,samgr,napi,window_manager,eventhandler,input,c_utils,common_event_service,ability_base,safwk,bundle_framework,ffrt,hicollie,hitrace,hilog,ipc,ability_runtime,init,access_token,display_manager,hisysevent,os_account,preferences,power_manager,data_share,resource_management,i18n,hiappevent,e2fsprogs,resource_schedule_service,cJSON,selinux_adapter,runtime_core,security_component_manager,memmgr,distributed_notification_service,time_service,json,ets_frontend,image_framework	0		0		6	11	//foundation/barrierfree/accessibility/services/test:moduletest,//foundation/barrierfree/accessibility/services/aams/test:unittest,//foundation/barrierfree/accessibility/services/aams_ext/test:unittest,//foundation/barrierfree/accessibility/frameworks/aafwk/test:unittest,//foundation/barrierfree/accessibility/frameworks/acfwk/test:unittest,//foundation/barrierfree/accessibility/frameworks/asacfwk/test:unittest,//foundation/barrierfree/accessibility/frameworks/common/test:unittest,//foundation/barrierfree/accessibility/common/interface/test/unittest:unittest,//foundation/barrierfree/accessibility/interfaces/innerkits/test/fuzztest:fuzztest,//foundation/barrierfree/accessibility/common/interface/test/fuzztest:fuzztest,//foundation/barrierfree/accessibility/interfaces/innerkits/test/benchmarktest:benchmarktest
build	build_framework	build/bundle.json	standard,small,mini	22	ace_engine,cJSON,c_utils,device_security_level,eventhandler,hdf_core,hilog,hilog_lite,hiview,huks,init,napi,ipc,rockchip_products,selinux,selinux_adapter,libffi,rust_bindgen,rust_cxx,ace_ets2bundle,ets_frontend,weex-loader	13	bounds_checking_function,e2fsprogs,f2fs-tools,googletest,jinja2,jsoncpp,libcoap,libdrm,musl,markupsafe,mbedtls,openssl,samgr_lite	3	//build/common:common_packages,//build/rust:default,//third_party/f2fs-tools:f2fs-tools_host_toolchain	2	1	//build/rust/tests:tests
bundlemanager	app_domain_verify	foundation/bundlemanager/app_domain_verify/bundle.json	standard	26	ability_base,ability_runtime,bundle_framework,c_utils,hilog,hisysevent,ipc,relational_store,napi,safwk,samgr,netstack,os_account,ffrt,cJSON,curl,preferences,access_token,eventhandler,hiappevent,hicollie,netmanager_base,memmgr,runtime_core,common_event_service,selinux_adapter	1	openssl	1	//foundation/bundlemanager/app_domain_verify:app_domain_verify_packages	7	2	//foundation/bundlemanager/app_domain_verify/test/unittest:app_domain_verify_unit_test,//foundation/bundlemanager/app_domain_verify/test/fuzztest:app_domain_verify_fuzz_test
bundlemanager	bundle_framework	foundation/bundlemanager/bundle_framework/bundle.json	standard	63	ability_base,ability_runtime,access_token,api_metrics,app_domain_verify,app_file_service,appverify,battery_manager,common_event_service,config_policy,c_utils,device_info_manager,device_manager,device_usage_statistics,dfs_service,display_manager,ecological_rule_manager,eventhandler,faultloggerd,ffrt,hicollie,hisysevent,hitrace,hilog,i18n,init,ipc,image_framework,memmgr,kv_store,libpng,libxml2,libuv,napi,node,openssl,os_account,power_manager,safwk,resource_management,samgr,sandbox_manager,selinux,selinux_adapter,syscap_codec,storage_service,window_manager,distributed_bundle_framework,relational_store,runtime_core,dlp_permission_service,code_signature,udmf,ace_engine,ets_runtime,json,zlib,appspawn,bounds_checking_function,webview,user_auth_framework,thermal_manager,icu	1	jsoncpp	3	//foundation/bundlemanager/bundle_framework:bms_target,//foundation/bundlemanager/bundle_framework/etc:bms_para,//foundation/bundlemanager/bundle_framework/interfaces/kits/ani:ani_bms_packages	12	1	//foundation/bundlemanager/bundle_framework:test_target
bundlemanager	bundle_framework_lite	foundation/bundlemanager/bundle_framework_lite/bundle.json	mini,small	7	ability_lite,utils_lite,hilog_lite,permission_lite,samgr_lite,resource_management_lite,appverify	4	zlib,bounds_checking_function,cJSON,jerryscript	2	//foundation/bundlemanager/bundle_framework_lite/services/bundlemgr_lite:appexecfwk_services_lite,//foundation/bundlemanager/bundle_framework_lite/frameworks/bundle_lite:appexecfwk_kits_lite	2	0	
bundlemanager	bundle_tool	foundation/bundlemanager/bundle_tool/bundle.json	standard	21	ability_base,access_token,ability_runtime,bundle_framework,common_event_service,c_utils,cJSON,device_manager,distributed_bundle_framework,hilog,init,ipc,os_account,samgr,selinux_adapter,json,jsoncpp,access_token,appverify,ffrt,kv_store	0		2	//foundation/bundlemanager/bundle_tool:bm,//foundation/bundlemanager/bundle_tool/ohos_bm:cli_tools_bm	0	3	//foundation/bundlemanager/bundle_tool/test:moduletest,//foundation/bundlemanager/bundle_tool/test:systemtest,//foundation/bundlemanager/bundle_tool/test:unittest
bundlemanager	bundlemanager_cangjie_wrapper	foundation/bundlemanager/bundlemanager_cangjie_wrapper/bundle.json	standard	5	cangjie_ark_interop,global_cangjie_wrapper,hiviewdfx_cangjie_wrapper,bundle_framework,ability_runtime	0		4	//foundation/bundlemanager/bundlemanager_cangjie_wrapper/ohos/bundle/bundle_manager:ohos.bundle.bundle_manager,//foundation/bundlemanager/bundlemanager_cangjie_wrapper/ohos/element_name:ohos.element_name,//foundation/bundlemanager/bundlemanager_cangjie_wrapper/ohos/metadata:ohos.metadata,//foundation/bundlemanager/bundlemanager_cangjie_wrapper/ohos/skill:ohos.skill	3	0	
bundlemanager	distributed_bundle_framework	foundation/bundlemanager/distributed_bundle_framework/bundle.json	standard	23	ability_base,access_token,bundle_framework,cJSON,c_utils,dsoftbus,hisysevent,hilog,i18n,ipc,image_framework,napi,os_account,resource_management,runtime_core,safwk,samgr,selinux_adapter,common_event_service,device_manager,hicollie,init,kv_store	0		4	//foundation/bundlemanager/distributed_bundle_framework:ani_dbms_packages,//foundation/bundlemanager/distributed_bundle_framework:inner_api_target,//foundation/bundlemanager/distributed_bundle_framework:jsapi_target,//foundation/bundlemanager/distributed_bundle_framework:dbms_target	1	1	//foundation/bundlemanager/distributed_bundle_framework:test_target
bundlemanager	ecological_rule_manager	foundation/bundlemanager/ecological_rule_manager/bundle.json	standard	10	ability_base,ability_runtime,bundle_framework,c_utils,eventhandler,hilog,ipc,safwk,samgr,access_token	0		1	//foundation/bundlemanager/ecological_rule_manager:ecological_rule_mgr_packages	2	1	//foundation/bundlemanager/ecological_rule_manager/test/unittest:unittest
castplus	cast_engine	foundation/CastEngine/castengine_cast_framework/bundle.json	standard	41	hilog,hisysevent,hitrace,media_foundation,access_token,audio_framework,av_codec,ipc,init,input,safwk,samgr,c_utils,eventhandler,power_manager,dsoftbus,device_manager,common_event_service,bundle_framework,ability_base,ability_runtime,ace_engine,napi,graphic_2d,graphic_surface,window_manager,player_framework,image_framework,wifi,device_auth,device_info_manager,thermal_manager,screenlock_mgr,state_registry,core_service,call_manager,os_account,sharing_framework,jsoncpp,openssl,json	2	bounds_checking_function,musl	5	//foundation/CastEngine/castengine_cast_framework/service:cast_engine_service,//foundation/CastEngine/castengine_cast_framework/interfaces/inner_api:cast_engine_client,//foundation/CastEngine/castengine_cast_framework/sa_profile:cast_engine_sa_profile,//foundation/CastEngine/castengine_cast_framework/etc/init:cast_engine_service.cfg,//foundation/CastEngine/castengine_cast_framework/interfaces/kits/js:cast	1	0	
castplus	sharing_framework	foundation/CastEngine/castengine_wifi_display/bundle.json	standard	35	ipc,safwk,media_foundation,av_codec,audio_framework,player_framework,camera_framework,wifi,hisysevent,device_manager,c_utils,graphic_2d,graphic_surface,drivers_peripheral_display,hilog,ability_base,samgr,ability_runtime,bundle_framework,napi,kv_store,access_token,drivers_interface_camera,eventhandler,ffmpeg,window_manager,bounds_checking_function,preferences,data_share,os_account,cJSON,json,jsoncpp,openssl,selinux_adapter	4	cJSON,jsoncpp,openssl,ffmpeg	0		1	3	//foundation/CastEngine/castengine_wifi_display/tests:test,//foundation/CastEngine/castengine_wifi_display/tests/unittest:wfd_unit_test,//foundation/CastEngine/castengine_wifi_display/tests/fuzztest/sink_fuzzer:wfd_sink_fuzz_test
commonlibrary	c_utils	commonlibrary/c_utils/bundle.json	standard	3	bounds_checking_function,hilog,rust_cxx	0		3	//commonlibrary/c_utils/base:utils,//commonlibrary/c_utils/base:utilsbase,//commonlibrary/c_utils/base:utils_rust	3	3	//commonlibrary/c_utils/base/test:unittest,//commonlibrary/c_utils/base/test/benchmarktest:benchmarktest,//commonlibrary/c_utils/base/test/fuzztest:fuzztest
commonlibrary	ets_utils	commonlibrary/ets_utils/bundle.json	standard	22	ace_engine,bounds_checking_function,napi,hilog,hisysevent,hitrace,init,qos_manager,bundle_framework,c_utils,ffrt,ipc,samgr,eventhandler,icu,openssl,libxml2,typescript,runtime_core,ets_frontend,libuv,node	0		20	//commonlibrary/ets_utils/base_sdk:base_sdk_ets,//commonlibrary/ets_utils/base_sdk:base_transfer_ets,//commonlibrary/ets_utils/js_api_module/uri:uri_packages,//commonlibrary/ets_utils/js_api_module/url:url_packages,//commonlibrary/ets_utils/js_api_module/convertxml:convertxml_packages,//commonlibrary/ets_utils/js_api_module/xml:xml_packages,//commonlibrary/ets_utils/js_api_module/buffer:buffer_packages,//commonlibrary/ets_utils/js_api_module/fastbuffer:fastbuffer_packages,//commonlibrary/ets_utils/js_concurrent_module/utils:utils_packages,//commonlibrary/ets_utils/js_concurrent_module/taskpool:taskpool_packages,//commonlibrary/ets_utils/js_concurrent_module/worker:worker_packages,//commonlibrary/ets_utils/js_sys_module/console:console_packages,//commonlibrary/ets_utils/js_sys_module/process:process_packages,//commonlibrary/ets_utils/js_sys_module/dfx:dfx_packages,//commonlibrary/ets_utils/js_sys_module/timer:timer_packages,//commonlibrary/ets_utils/js_util_module/util:util_packages,//commonlibrary/ets_utils/js_util_module/container:container_packages,//commonlibrary/ets_utils/js_util_module/json:json_packages,//commonlibrary/ets_utils/js_util_module/collections:collections_packages,//commonlibrary/ets_utils/js_util_module/stream:stream_packages	3	13	//commonlibrary/ets_utils/js_api_module/convertxml/test:unittest,//commonlibrary/ets_utils/js_api_module/uri/test:unittest,//commonlibrary/ets_utils/js_api_module/url/test:unittest,//commonlibrary/ets_utils/js_api_module/xml/test:unittest,//commonlibrary/ets_utils/js_api_module/buffer/test:unittest,//commonlibrary/ets_utils/js_concurrent_module/utils/test:unittest,//commonlibrary/ets_utils/js_concurrent_module/taskpool/test:unittest,//commonlibrary/ets_utils/js_concurrent_module/test:unittest,//commonlibrary/ets_utils/js_concurrent_module/worker/test:unittest,//commonlibrary/ets_utils/js_util_module/util/test:unittest,//commonlibrary/ets_utils/js_sys_module/console/test:unittest,//commonlibrary/ets_utils/js_sys_module/timer/test:unittest,//commonlibrary/ets_utils/js_sys_module/test:unittest
commonlibrary	memory_utils	commonlibrary/memory_utils/bundle.json	standard	7	bounds_checking_function,c_utils,drivers_interface_memorytracker,hilog,hitrace,init,ipc	0		4	//commonlibrary/memory_utils/libdmabufheap:libdmabufheap,//commonlibrary/memory_utils/libmeminfo:libmeminfo,//commonlibrary/memory_utils/libpurgeablemem:libpurgeablemem,//commonlibrary/memory_utils/libpurgeablemem:purgeable_memory_ndk	3	3	//commonlibrary/memory_utils/libdmabufheap/test:unittest,//commonlibrary/memory_utils/libmeminfo/test:libmeminfo_test,//commonlibrary/memory_utils/libpurgeablemem/test:libpurgeablemem_test
commonlibrary	utils_lite	commonlibrary/utils_lite/bundle.json	mini,small	8	ability_lite,init,graphic_utils_lite,resource_management_lite,ui_lite,ace_engine_lite,bounds_checking_function,musl	0		1	//commonlibrary/utils_lite:utils_lite	5	0	
commonlibrary	ylong_http	commonlibrary/rust/ylong_http/bundle.json	standard	3	ylong_runtime,openssl,rust_libc	0		1	//commonlibrary/rust/ylong_http/ylong_http:ylong_http	2	1	//commonlibrary/rust/ylong_http/ylong_http_client:unittest
commonlibrary	ylong_json	commonlibrary/rust/ylong_json/bundle.json	standard	1	rust_libc	0		0		1	1	//commonlibrary/rust/ylong_json:unittest
commonlibrary	ylong_runtime	commonlibrary/rust/ylong_runtime/bundle.json	standard	2	ffrt,rust_libc	0		2	//commonlibrary/rust/ylong_runtime/ylong_io:ylong_io,//commonlibrary/rust/ylong_runtime/ylong_signal:ylong_signal	5	2	//commonlibrary/rust/ylong_runtime/test:unittest,//commonlibrary/rust/ylong_runtime/test:sdvtest
communication	bluetooth	foundation/communication/bluetooth/bundle.json	standard	23	ability_base,ability_runtime,bundle_framework,c_utils,cJSON,common_event_service,eventhandler,ets_frontend,ffrt,hicollie,hilog,hisysevent,hiappevent,hitrace,init,ipc,libuv,napi,samgr,security_guard,runtime_core,bounds_checking_function,taihe_ffi_gen	0		0		11	1	//foundation/communication/bluetooth/test:unit_test
communication	bluetooth_service	foundation/communication/bluetooth_service/bundle.json	standard	31	ability_base,ability_runtime,audio_framework,av_session,hilog,hisysevent,hitrace,ipc,samgr,access_token,bluetooth,drivers_interface_bluetooth,eventhandler,ability_base,call_manager,core_service,hdf_core,init,input,safwk,common_event_service,state_registry,c_utils,jsoncpp,image_framework,googletest,libuv,libxml2,openssl,bounds_checking_function,bundle_framework	0		0		0	8	//foundation/communication/bluetooth_service/test/unittest/spp:unittest,//foundation/communication/bluetooth_service/test/unittest/host:unittest,//foundation/communication/bluetooth_service/test/unittest/ble:unittest,//foundation/communication/bluetooth_service/test/unittest/hid:unittest,//foundation/communication/bluetooth_service/test/unittest/pan:unittest,//foundation/communication/bluetooth_service/test/unittest/gatt_c:unittest,//foundation/communication/bluetooth_service/test/fuzztest/host:fuzztest,//foundation/communication/bluetooth_service/test/example/bluetoothtest:bluetoothtest
communication	communication_cangjie_wrapper	foundation/communication/communication_cangjie_wrapper/bundle.json	standard	3	cangjie_ark_interop,hiviewdfx_cangjie_wrapper,ipc	0		2	//foundation/communication/communication_cangjie_wrapper/ohos/rpc:ohos.rpc,//foundation/communication/communication_cangjie_wrapper/kit/IPCKit:kit.IPCKit	3	0	
communication	connected_nfc_tag	foundation/communication/connected_nfc_tag/bundle.json	standard	10	ipc,c_utils,hilog,napi,access_token,hisysevent,safwk,samgr,hdf_core,drivers_interface_connected_nfc_tag	0		0		1	1	//foundation/communication/connected_nfc_tag/test:test_connected_nfc_tag
communication	connectivity_cangjie_wrapper	foundation/communication/connectivity_cangjie_wrapper/bundle.json	standard	4	cangjie_ark_interop,hiviewdfx_cangjie_wrapper,bluetooth,wifi	0		9	//foundation/communication/connectivity_cangjie_wrapper/ohos/bluetooth:ohos.bluetooth,//foundation/communication/connectivity_cangjie_wrapper/ohos/bluetooth/a2dp:ohos.bluetooth.a2dp,//foundation/communication/connectivity_cangjie_wrapper/ohos/bluetooth/base_profile:ohos.bluetooth.base_profile,//foundation/communication/connectivity_cangjie_wrapper/ohos/bluetooth/ble:ohos.bluetooth.ble,//foundation/communication/connectivity_cangjie_wrapper/ohos/bluetooth/connection:ohos.bluetooth.connection,//foundation/communication/connectivity_cangjie_wrapper/ohos/bluetooth/constant:ohos.bluetooth.constant,//foundation/communication/connectivity_cangjie_wrapper/ohos/bluetooth/hfp:ohos.bluetooth.hfp,//foundation/communication/connectivity_cangjie_wrapper/ohos/wifi_manager:ohos.wifi_manager,//foundation/communication/connectivity_cangjie_wrapper/kit/ConnectivityKit:kit.ConnectivityKit	2	0	
communication	dhcp	foundation/communication/dhcp/bundle.json	small,standard	14	ability_runtime,bounds_checking_function,bundle_framework,c_utils,hilog,init,ipc,netmanager_base,safwk,access_token,samgr,ffrt,time_service,wifi	1	openssl	0		0	2	//foundation/communication/dhcp/test/unittest:dhcp_unittest,//foundation/communication/dhcp/test/fuzztest:fuzztest
communication	dsoftbus	foundation/communication/dsoftbus/bundle.json	mini,small,standard	43	ability_base,ability_runtime,access_token,bluetooth,bounds_checking_function,bundle_framework,common_event_service,data_share,kv_store,device_auth,device_info_manager,json,hicollie,hisysevent,hitrace,hilog,huks,init,ipc,openssl,os_account,relational_store,c_utils,safwk,samgr,sqlite,wifi,netmanager_base,cJSON,mbedtls,libcoap,zlib,libnl,power_manager,ffrt,usb_manager,selinux_adapter,time_service,napi,resource_schedule_service,device_standby,runtime_core,liburing	8	cJSON,json,mbedtls,openssl,bounds_checking_function,sqlite,zlib,libnl	0		9	4	//foundation/communication/dsoftbus/tests:benchmarktest,//foundation/communication/dsoftbus/tests:fuzztest,//foundation/communication/dsoftbus/tests:integration_test,//foundation/communication/dsoftbus/tests:unittest
communication	fusion_connectivity	foundation/communication/fusion_connectivity/bundle.json	standard	22	hilog,ipc,samgr,c_utils,ffrt,bluetooth,safwk,libuv,ets_frontend,napi,access_token,ability_base,ability_runtime,bundle_framework,eventhandler,init,common_event_service,cJSON,preferences,os_account,distributed_notification_service,hiappevent	0		0		1	2	//foundation/communication/fusion_connectivity/partner_agent/test:fusion_connectivity_test,//foundation/communication/fusion_connectivity/fusion_ranging/test:fusion_ranging_test
communication	ipc	foundation/communication/ipc/bundle.json	standard,small,mini	17	samgr,hitrace,hilog,c_utils,access_token,napi,ylong_runtime,ffrt,libuv,bounds_checking_function,hisysevent,json,selinux,rust,faultloggerd,runtime_core,rust_cxx	0		3	//foundation/communication/ipc:ipc_components,//foundation/communication/ipc/ipc/native/src/ani:rpc_ani_packages,//foundation/communication/ipc/ipc/native/src/taihe/:rpc_taihe_components	12	1	//foundation/communication/ipc/test:ipc_test
